,4,81,1,63,22,23,16,44,10,55,6,14,18,7,5,12,27,30,31,87
0,110.421,106.474,98.807,0.0,123.776,111.299,122.589,131.043,107.874,121.786,117.105,120.341,107.671,126.136,119.127,124.708,116.272,124.421,0.0,0.0
1,76.003,76.157,76.018,77.21,76.752,76.963,76.453,76.744,76.839,77.65,76.725,76.546,76.95,76.999,109.015,77.449,76.925,77.094,77.517,
2,122.35,117.264,0.0,0.0,0.0,104.62,122.185,140.454,110.995,117.558,0.0,0.0,0.0,106.845,115.195,0.0,0.0,0.0,0.0,
3,116.26,110.531,105.333,120.097,115.483,104.418,106.659,117.786,106.949,109.125,133.16,100.555,110.6,102.162,76.771,108.253,129.192,121.717,129.804,
4,75.912,76.062,0.0,76.295,76.225,76.563,76.029,76.402,76.825,76.44,76.354,76.288,76.659,76.729,0.0,76.766,81.477,0.0,77.147,
5,0.0,0.0,100.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.095,107.072,0.0,108.829,0.0,
6,137.157,0.0,75.688,113.058,116.393,131.553,0.0,140.03,128.503,109.027,115.911,141.443,127.071,137.336,76.516,104.462,132.759,0.0,130.24,
7,0.0,120.891,0.0,75.971,76.009,76.245,107.832,76.213,76.328,76.36,76.445,0.0,76.369,76.315,0.0,76.525,76.579,,77.686,
8,112.635,75.468,135.7,0.0,0.0,0.0,75.838,0.0,0.0,0.0,0.0,98.055,0.0,0.0,126.792,0.0,0.0,,0.0,
9,75.556,0.0,75.565,111.186,0.0,108.365,0.0,124.776,112.715,104.144,0.0,0.0,99.132,119.579,77.52,,,,,
10,0.0,111.838,0.0,75.798,76.305,76.019,98.191,76.073,76.112,76.118,76.175,138.07,77.07,76.995,0.0,,,,,
11,138.987,0.0,119.894,0.0,0.0,0.0,75.827,0.0,0.0,0.0,0.0,76.453,0.0,0.0,123.129,,,,,
12,75.415,104.313,75.671,138.376,113.3,129.814,0.0,101.198,137.345,131.416,,0.0,128.543,143.704,0.0,,,,,
13,0.0,76.147,0.0,82.179,76.239,76.017,109.206,75.919,76.196,75.931,,,76.483,76.863,,,,,,
14,108.778,0.0,126.267,0.0,0.0,0.0,0.0,104.638,0.0,0.0,,,0.0,0.0,,,,,,
15,75.921,104.756,75.481,120.328,121.785,126.196,114.218,106.496,123.334,121.926,,,,,,,,,,
16,0.0,75.18,0.0,75.695,75.67,76.173,75.755,0.0,76.387,77.364,,,,,,,,,,
17,114.103,0.0,,0.0,,0.0,0.0,124.437,0.0,0.0,,,,,,,,,,
18,75.096,,,119.906,,120.485,114.109,76.327,128.757,117.835,,,,,,,,,,
19,0.0,,,75.546,,75.737,0.0,0.0,75.98,76.062,,,,,,,,,,
20,,,,,,,,112.765,,,,,,,,,,,,
21,,,,,,,,75.973,,,,,,,,,,,,
