,4,81,63,16,55,44,1,11,23,27,14,3,20,10,31,22,18,43,77,24
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,79.911,110.311,80.32,80.074,83.504,80.477,80.226,81.11,80.82,80.781,80.617,81.059,80.856,81.908,81.346,81.068,81.013,81.061,81.101,81.968
2,111.021,80.488,113.613,108.237,116.85,129.658,116.902,113.937,104.106,105.627,109.963,114.125,106.774,114.293,113.061,110.757,111.177,102.712,108.245,100.101
3,0.0,110.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,79.727,0.0,80.169,80.278,80.149,80.542,82.812,80.598,80.542,81.278,89.098,80.901,107.883,80.748,80.764,80.945,81.193,82.531,83.467,81.514
5,109.446,80.076,111.786,111.2,115.818,109.744,108.699,116.508,109.229,111.382,0.0,112.468,0.0,108.613,106.417,114.077,110.938,116.286,113.035,95.379
6,0.0,110.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.57,0.0,80.698,0.0,0.0,,,,,0.0
7,79.401,0.0,79.877,80.296,80.328,79.641,79.874,80.402,80.46,80.434,103.969,81.273,110.508,101.464,99.036,,,,,81.445
8,107.128,79.808,115.041,101.299,101.62,115.014,115.862,112.279,105.96,101.825,0.0,105.336,0.0,0.0,0.0,,,,,111.886
9,0.0,112.538,0.0,125.416,122.146,0.0,0.0,0.0,0.0,0.0,80.421,0.0,80.933,98.961,96.883,,,,,
10,79.327,0.0,80.107,80.007,79.799,79.989,79.662,80.216,80.314,80.411,118.113,80.479,119.731,80.738,80.884,,,,,
11,0.0,79.845,103.616,109.572,109.229,107.506,110.678,113.06,110.525,110.658,,107.759,,106.911,103.547,,,,,
12,,113.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,
13,,0.0,79.569,80.076,79.701,79.601,80.072,80.062,80.87,80.482,,,,108.428,107.819,,,,,
14,,79.436,105.739,113.708,103.057,107.216,99.706,101.414,101.48,96.592,,,,81.009,80.766,,,,,
15,,105.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,114.492,114.23,,,,,
16,,0.0,79.44,79.704,79.467,79.513,80.022,0.0,80.299,80.339,,,,,,,,,,
17,,79.661,0.0,103.079,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,
18,,0.0,,0.0,,,,,,,,,,,,,,,,
19,,,,79.461,,,,,,,,,,,,,,,,
20,,,,0.0,,,,,,,,,,,,,,,,
